"lead_id","created_date","source","campaign","country","device","job_title","company_size","industry","customer_id","conversion_date","revenue","converted","conversion_days","lead_quality"
368,"2024-03-30","Facebook Ads","Campaign A","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
369,"2024-06-14","Google Ads","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
370,"2024-06-13","Facebook Ads","Campaign B","Europe","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
371,"2024-02-13","Google Ads","Campaign B","USA","Mobile","Director","Medium","Tech","53","2024-02-27","1431.11539622365",1,14,"Low Value"
372,"2024-04-29","LinkedIn","Campaign B","Europe","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
373,"2024-02-15","LinkedIn","Campaign A","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
374,"2024-02-05","LinkedIn","Campaign B","USA","Mobile","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
375,"2024-03-26","Google Ads","Campaign B","Europe","Desktop","Director","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
376,"2024-05-07","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
377,"2024-02-06","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
378,"2024-03-19","Facebook Ads","Campaign B","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
379,"2024-03-31","Google Ads","Campaign A","Europe","Mobile","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
380,"2024-02-07","Google Ads","Campaign B","USA","Desktop","Manager","Small","Tech","54","2024-02-14","273.1180398362628",1,7,"Low Value"
381,"2024-03-07","Google Ads","Campaign A","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
382,"2024-06-03","LinkedIn","Campaign B","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
383,"2024-04-08","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
384,"2024-04-10","Google Ads","Campaign B","USA","Mobile","Director","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
385,"2024-01-08","Google Ads","Campaign A","USA","Desktop","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
386,"2024-04-29","LinkedIn","Campaign A","USA","Mobile","Director","Small","Tech","55","2024-05-05","238.8817220984174",1,6,"Low Value"
387,"2024-01-23","Facebook Ads","Campaign B","Europe","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
388,"2024-06-05","LinkedIn","Campaign A","Europe","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
389,"2024-01-29","LinkedIn","Campaign B","Europe","Mobile","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
390,"2024-01-06","Facebook Ads","Campaign A","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
391,"2024-06-07","Facebook Ads","Campaign B","USA","Mobile","Director","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
392,"2024-03-17","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
393,"2024-04-30","Google Ads","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
394,"2024-02-28","LinkedIn","Campaign A","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
395,"2024-05-12","Facebook Ads","Campaign A","Europe","Desktop","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
396,"2024-06-19","Google Ads","Campaign B","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
397,"2024-03-16","Google Ads","Campaign B","Europe","Mobile","Manager","Medium","Tech","56","2024-04-05","2596.738856100569",1,20,"Medium Value"
398,"2024-06-26","LinkedIn","Campaign A","Europe","Desktop","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
399,"2024-02-06","Google Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
400,"2024-02-03","Google Ads","Campaign A","Europe","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
401,"2024-02-16","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
402,"2024-04-21","Google Ads","Campaign A","Europe","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
403,"2024-04-14","Google Ads","Campaign A","Europe","Desktop","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
404,"2024-01-01","Google Ads","Campaign A","Europe","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
405,"2024-02-29","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
406,"2024-04-02","Google Ads","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
407,"2024-04-10","Facebook Ads","Campaign B","Europe","Desktop","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
408,"2024-04-22","Facebook Ads","Campaign B","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
409,"2024-06-18","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
410,"2024-02-27","Google Ads","Campaign A","Europe","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
411,"2024-04-16","Google Ads","Campaign A","USA","Desktop","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
412,"2024-04-23","Facebook Ads","Campaign A","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
413,"2024-05-30","Google Ads","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
414,"2024-04-08","LinkedIn","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
415,"2024-03-16","Facebook Ads","Campaign A","USA","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
416,"2024-01-01","Google Ads","Campaign A","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
417,"2024-01-30","Facebook Ads","Campaign A","Europe","Mobile","Director","Small","Finance","57","2024-02-09","151.35019423726484",1,10,"Low Value"
418,"2024-01-05","Google Ads","Campaign B","USA","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
419,"2024-01-12","LinkedIn","Campaign A","USA","Mobile","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
420,"2024-04-13","Facebook Ads","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
421,"2024-01-14","Google Ads","Campaign A","USA","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
422,"2024-01-11","Google Ads","Campaign B","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
423,"2024-06-29","Facebook Ads","Campaign A","USA","Mobile","VP","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
424,"2024-04-13","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
425,"2024-02-05","Google Ads","Campaign B","USA","Desktop","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
426,"2024-04-06","Google Ads","Campaign B","Europe","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
427,"2024-02-20","LinkedIn","Campaign B","Europe","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
428,"2024-04-29","Google Ads","Campaign B","Europe","Desktop","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
429,"2024-06-19","Google Ads","Campaign B","USA","Desktop","VP","Small","Finance","58","2024-06-27","474.18923196146983",1,8,"Low Value"
430,"2024-01-27","Google Ads","Campaign A","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
431,"2024-06-15","LinkedIn","Campaign A","USA","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
432,"2024-01-14","LinkedIn","Campaign A","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
433,"2024-03-09","Google Ads","Campaign A","USA","Desktop","VP","Medium","Tech","59","2024-03-25","1667.286273502245",1,16,"Medium Value"
434,"2024-06-03","LinkedIn","Campaign A","USA","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
435,"2024-05-07","Facebook Ads","Campaign B","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
436,"2024-04-06","Google Ads","Campaign A","Europe","Desktop","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
437,"2024-04-08","Google Ads","Campaign B","USA","Desktop","Director","Medium","Tech","60","2024-04-24","2556.163134113646",1,16,"Medium Value"
438,"2024-05-29","LinkedIn","Campaign A","Europe","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
439,"2024-03-06","Google Ads","Campaign B","Europe","Mobile","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
440,"2024-01-15","Facebook Ads","Campaign B","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
441,"2024-04-28","LinkedIn","Campaign A","USA","Mobile","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
442,"2024-01-25","Google Ads","Campaign A","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
443,"2024-01-23","Google Ads","Campaign B","Europe","Mobile","VP","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
444,"2024-01-27","Facebook Ads","Campaign A","USA","Desktop","Manager","Medium","Finance","61","2024-02-18","1863.5103474463713",1,22,"Medium Value"
445,"2024-06-11","LinkedIn","Campaign A","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
446,"2024-05-16","LinkedIn","Campaign A","USA","Mobile","VP","Small","Tech","62","2024-05-20","461.90569278978",1,4,"Low Value"
447,"2024-03-01","Facebook Ads","Campaign B","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
448,"2024-05-22","LinkedIn","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
449,"2024-01-14","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
450,"2024-05-29","LinkedIn","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
451,"2024-05-17","Google Ads","Campaign A","USA","Mobile","Manager","Small","Tech","63","2024-05-21","531.126385574835",1,4,"Low Value"
452,"2024-02-04","Facebook Ads","Campaign A","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
453,"2024-04-03","Google Ads","Campaign A","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
454,"2024-06-21","LinkedIn","Campaign B","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
455,"2024-02-28","Google Ads","Campaign A","USA","Mobile","VP","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
456,"2024-05-26","LinkedIn","Campaign A","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
457,"2024-02-18","Facebook Ads","Campaign B","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
458,"2024-02-22","Facebook Ads","Campaign B","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
459,"2024-03-18","LinkedIn","Campaign A","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
460,"2024-01-26","LinkedIn","Campaign A","Europe","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
461,"2024-04-11","Google Ads","Campaign B","USA","Mobile","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
462,"2024-02-12","LinkedIn","Campaign B","USA","Mobile","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
463,"2024-03-04","LinkedIn","Campaign A","Europe","Desktop","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
464,"2024-02-09","Google Ads","Campaign A","Europe","Mobile","Manager","Enterprise","Retail","64","2024-03-11","6218.029661735097",1,31,"High Value"
465,"2024-01-02","Facebook Ads","Campaign A","Europe","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
466,"2024-01-08","Facebook Ads","Campaign A","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
467,"2024-04-14","Facebook Ads","Campaign B","Europe","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
468,"2024-01-05","Google Ads","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
469,"2024-02-23","LinkedIn","Campaign B","Europe","Mobile","Manager","Small","Finance","65","2024-02-29","388.6967564346542",1,6,"Low Value"
470,"2024-02-25","LinkedIn","Campaign B","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
471,"2024-03-30","Google Ads","Campaign B","Europe","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
472,"2024-04-16","LinkedIn","Campaign B","Europe","Mobile","Director","Small","Tech","66","2024-04-25","284.092169626185",1,9,"Low Value"
473,"2024-06-12","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
474,"2024-05-08","Google Ads","Campaign B","USA","Mobile","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
475,"2024-01-20","Google Ads","Campaign B","Europe","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
476,"2024-03-26","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
477,"2024-03-17","Facebook Ads","Campaign A","USA","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
478,"2024-02-13","Facebook Ads","Campaign B","Europe","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
479,"2024-02-04","Google Ads","Campaign A","USA","Mobile","Manager","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
480,"2024-06-09","Google Ads","Campaign A","USA","Desktop","Manager","Medium","Tech","67","2024-07-01","2632.684568223763",1,22,"Medium Value"
481,"2024-06-10","Google Ads","Campaign A","USA","Desktop","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
482,"2024-04-10","Google Ads","Campaign A","Europe","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
483,"2024-03-12","Facebook Ads","Campaign B","USA","Mobile","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
484,"2024-01-03","Google Ads","Campaign B","Europe","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
485,"2024-05-29","LinkedIn","Campaign B","Europe","Mobile","VP","Medium","Finance","68","2024-06-23","2684.977695421938",1,25,"Medium Value"
486,"2024-01-27","Facebook Ads","Campaign A","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
487,"2024-03-17","Facebook Ads","Campaign B","Europe","Mobile","Manager","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
488,"2024-02-08","Google Ads","Campaign A","USA","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
489,"2024-02-29","LinkedIn","Campaign A","Europe","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
490,"2024-05-21","Google Ads","Campaign A","USA","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
491,"2024-06-14","Facebook Ads","Campaign A","Europe","Mobile","Manager","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
492,"2024-05-28","Google Ads","Campaign A","USA","Mobile","VP","Medium","Finance","69","2024-06-11","2781.1735907986804",1,14,"Medium Value"
493,"2024-03-04","LinkedIn","Campaign A","USA","Mobile","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
494,"2024-01-21","Facebook Ads","Campaign A","USA","Desktop","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
495,"2024-06-20","Google Ads","Campaign A","Europe","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
496,"2024-01-11","LinkedIn","Campaign A","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
497,"2024-05-30","LinkedIn","Campaign B","USA","Mobile","Manager","Medium","Finance","70","2024-06-22","1957.2478576660176",1,23,"Medium Value"
498,"2024-03-05","Facebook Ads","Campaign B","Europe","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
499,"2024-04-23","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
500,"2024-02-08","LinkedIn","Campaign B","USA","Desktop","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
501,"2024-02-12","Google Ads","Campaign A","USA","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
502,"2024-03-02","Facebook Ads","Campaign B","Europe","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
503,"2024-04-13","Google Ads","Campaign B","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
504,"2024-02-17","Google Ads","Campaign B","Europe","Desktop","Director","Small","Retail","71","2024-02-26","380.6239255618731",1,9,"Low Value"
505,"2024-05-24","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
506,"2024-05-16","LinkedIn","Campaign B","Europe","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
507,"2024-02-19","Facebook Ads","Campaign A","Europe","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
508,"2024-02-08","LinkedIn","Campaign A","Europe","Desktop","Director","Enterprise","Tech","72","2024-03-02","5219.1591651588005",1,23,"High Value"
509,"2024-02-19","LinkedIn","Campaign B","USA","Desktop","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
510,"2024-04-03","Facebook Ads","Campaign B","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
511,"2024-05-19","Facebook Ads","Campaign A","USA","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
512,"2024-02-16","Facebook Ads","Campaign A","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
513,"2024-02-09","Facebook Ads","Campaign A","Europe","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
514,"2024-04-17","LinkedIn","Campaign B","USA","Desktop","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
515,"2024-05-04","LinkedIn","Campaign A","Europe","Mobile","VP","Medium","Finance","73","2024-05-20","2424.7708966306514",1,16,"Medium Value"
516,"2024-06-16","Google Ads","Campaign A","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
517,"2024-01-23","LinkedIn","Campaign B","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
518,"2024-03-01","LinkedIn","Campaign A","USA","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
519,"2024-06-14","Google Ads","Campaign A","USA","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
520,"2024-05-03","Google Ads","Campaign B","USA","Mobile","VP","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
521,"2024-03-17","Facebook Ads","Campaign A","USA","Desktop","VP","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
522,"2024-06-17","Referral","Campaign B","Europe","Mobile","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
523,"2024-03-22","Facebook Ads","Campaign A","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
524,"2024-01-23","Google Ads","Campaign B","Europe","Desktop","VP","Small","Tech","74","2024-01-30","406.7881499619032",1,7,"Low Value"
525,"2024-04-29","Google Ads","Campaign B","Europe","Mobile","Manager","Medium","Tech","75","2024-05-18","1425.8956765962075",1,19,"Low Value"
526,"2024-06-03","Google Ads","Campaign A","USA","Desktop","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
527,"2024-01-20","Facebook Ads","Campaign B","Europe","Desktop","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
528,"2024-04-26","LinkedIn","Campaign B","USA","Desktop","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
529,"2024-01-20","Facebook Ads","Campaign A","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
530,"2024-05-23","Google Ads","Campaign A","Europe","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
531,"2024-03-14","LinkedIn","Campaign A","Europe","Mobile","Manager","Enterprise","Finance","76","2024-04-16","7169.129282120724",1,33,"High Value"
532,"2024-03-31","LinkedIn","Campaign A","USA","Mobile","Director","Medium","Tech","77","2024-04-11","2622.370402189741",1,11,"Medium Value"
533,"2024-01-04","LinkedIn","Campaign A","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
534,"2024-01-19","Google Ads","Campaign A","Europe","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
535,"2024-03-08","Google Ads","Campaign B","USA","Mobile","Director","Small","Finance","78","2024-03-17","515.7572241466098",1,9,"Low Value"
536,"2024-01-04","Facebook Ads","Campaign B","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
537,"2024-04-07","Facebook Ads","Campaign A","USA","Mobile","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
538,"2024-01-15","Facebook Ads","Campaign B","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
539,"2024-05-02","Google Ads","Campaign A","USA","Mobile","Manager","Small","Finance","79","2024-05-10","461.48904706695316",1,8,"Low Value"
540,"2024-05-03","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
541,"2024-05-26","Google Ads","Campaign B","Europe","Mobile","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
542,"2024-06-10","Google Ads","Campaign A","Europe","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
543,"2024-05-09","LinkedIn","Campaign B","Europe","Mobile","VP","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
544,"2024-02-16","Google Ads","Campaign B","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
545,"2024-06-12","Facebook Ads","Campaign B","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
546,"2024-06-07","Google Ads","Campaign B","USA","Mobile","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
547,"2024-01-14","LinkedIn","Campaign B","Europe","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
548,"2024-05-27","Facebook Ads","Campaign B","Europe","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
549,"2024-02-09","Google Ads","Campaign B","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
550,"2024-03-11","Google Ads","Campaign A","Europe","Mobile","Manager","Small","Tech","80","2024-03-16","212.3209936699571",1,5,"Low Value"
551,"2024-04-13","Facebook Ads","Campaign A","USA","Mobile","Manager","Medium","Tech","81","2024-05-02","2794.718816625457",1,19,"Medium Value"
552,"2024-01-03","LinkedIn","Campaign B","Europe","Mobile","VP","Small","Finance","82","2024-01-08","546.2185932532618",1,5,"Low Value"
553,"2024-04-13","Facebook Ads","Campaign B","Europe","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
554,"2024-01-31","Google Ads","Campaign B","Europe","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
555,"2024-05-22","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
556,"2024-06-20","LinkedIn","Campaign A","Europe","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
557,"2024-05-28","Google Ads","Campaign B","USA","Mobile","Director","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
558,"2024-04-30","LinkedIn","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
559,"2024-02-27","LinkedIn","Campaign B","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
560,"2024-01-18","LinkedIn","Campaign B","USA","Mobile","Manager","Enterprise","Finance","83","2024-02-24","4677.626767914396",1,37,"High Value"
561,"2024-01-15","Google Ads","Campaign A","USA","Desktop","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
562,"2024-05-27","Facebook Ads","Campaign B","USA","Mobile","VP","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
563,"2024-04-08","Facebook Ads","Campaign A","USA","Mobile","VP","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
564,"2024-06-03","Facebook Ads","Campaign B","USA","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
565,"2024-02-02","LinkedIn","Campaign A","USA","Mobile","Director","Enterprise","Finance","84","2024-02-28","5263.392083493504",1,26,"High Value"
566,"2024-04-04","Google Ads","Campaign A","Europe","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
567,"2024-03-26","Google Ads","Campaign B","Europe","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
568,"2024-06-18","Referral","Campaign B","USA","Desktop","VP","Medium","Retail","85","2024-06-30","1271.7933899930497",1,12,"Low Value"
569,"2024-02-20","Google Ads","Campaign A","Europe","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
